s,n,t,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,T,gpa,y,FR
ENGL,218,Introduction to Shakespeare,1,8,10,4,1,0,0,0,0,0,0,0,0,0,24,3.709166666666667,202101,0.375
ENGL,250,19th-Century American Fiction,5,14,4,3,1,0,0,0,0,0,1,0,0,0,28,3.7382142857142857,202101,0.6785714285714286
ENGL,273,"American Cinema, 1950-2000",2,8,9,2,4,1,0,1,0,0,0,0,1,0,28,3.4414285714285713,202101,0.35714285714285715
ENGL,285,Postcolonial Lit in English,2,13,6,3,0,1,0,0,0,1,0,0,2,0,28,3.428928571428571,202101,0.5357142857142857
ENVS,301,Tools for Sustainability,7,4,5,1,1,3,0,1,0,0,0,0,1,0,23,3.4213043478260876,202101,0.4782608695652174
EOL,568,"Diversity, Leadership & Policy",0,26,3,3,1,2,0,0,0,0,0,0,0,0,35,3.8097142857142856,202101,0.7428571428571429
EPOL,523,Global Issues in Learning,0,46,8,2,0,0,0,0,0,0,0,0,0,0,56,3.9289285714285715,202101,0.8214285714285714
EPS,405,Historical and Social Barriers,0,64,3,3,0,0,1,0,0,0,0,0,0,0,71,3.934225352112676,202101,0.9014084507042254
EPS,421,Racial and Ethnic Families,7,5,5,1,0,2,1,1,0,0,0,0,0,0,22,3.6068181818181815,202101,0.5454545454545454
EPS,533,Global Youth and Citizenship,4,42,0,1,0,0,0,0,0,0,0,0,0,0,47,3.985744680851064,202101,0.9787234042553191
EPSY,201,Educational Psychology,120,32,10,9,6,2,2,2,1,1,1,1,1,0,188,3.783723404255319,202101,0.8085106382978723
EPSY,220,Career Theory and Practice,25,36,2,0,2,0,1,0,0,0,0,0,2,0,68,3.8186764705882354,202101,0.8970588235294118
EPSY,420,Theories of Psychotherapy,0,68,16,10,3,6,7,4,0,1,0,1,8,0,124,3.3495967741935484,202101,0.5483870967741935
EPSY,480,Educational Statistics,1,37,8,7,3,2,1,1,1,0,1,0,1,0,63,3.5874603174603177,202101,0.6031746031746031
EPSY,581,Applied Regression Analysis,30,20,1,0,0,1,0,1,0,0,0,0,0,0,53,3.9309433962264144,202101,0.9433962264150944
ESE,311,Environmental Issues Today,2,10,3,4,5,5,0,0,0,0,0,0,1,0,30,3.356,202101,0.4
ESE,320,"Water Planet, Water Crisis",1,3,5,8,5,2,0,1,0,0,0,0,1,0,26,3.2050000000000005,202101,0.15384615384615385
FAA,202,Artsful Teaching through Integ,25,50,5,2,0,0,0,0,0,0,0,0,0,0,82,3.9635365853658544,202101,0.9146341463414634
FIN,221,Corporate Finance,8,427,111,80,127,23,16,27,4,3,13,0,7,0,846,3.5119739952718674,202101,0.5141843971631206
FIN,230,Introduction to Insurance,0,76,37,8,4,11,3,3,3,0,0,0,3,0,148,3.5527027027027023,202101,0.5135135135135135
FIN,241,Fundamentals of Real Estate,1,31,5,4,8,1,0,0,0,0,0,0,0,0,50,3.7267999999999994,202101,0.64
FIN,300,Financial Markets,39,13,14,12,16,13,3,16,21,14,12,2,5,0,180,2.7114999999999996,202101,0.28888888888888886
FIN,321,Advanced Corporate Finance,5,66,37,34,6,3,2,2,1,0,0,0,0,0,156,3.6496794871794864,202101,0.4551282051282051
FIN,412,Options and Futures Markets,1,15,6,8,9,6,1,4,0,1,2,1,2,0,56,3.0358928571428576,202101,0.2857142857142857
FIN,418,Financial Modeling,3,23,6,6,5,2,1,1,0,0,0,0,0,0,47,3.6312765957446813,202101,0.5531914893617021
FIN,434,Employee Benefit Plans,0,39,18,2,4,2,0,1,0,0,0,0,0,0,66,3.7584848484848483,202101,0.5909090909090909
FIN,435,Personal Wealth Management,0,27,5,2,0,0,0,0,0,0,0,0,0,0,34,3.9120588235294114,202101,0.7941176470588235
FIN,443,Legal Issues in Real Estate,1,28,4,0,4,1,0,0,0,0,0,0,0,0,38,3.8249999999999997,202101,0.7631578947368421
FIN,464,Applied Financial Analysis,7,18,4,1,3,0,0,1,0,0,0,0,2,0,36,3.583611111111111,202101,0.6944444444444444
FIN,490,Entrepreneurship Thru Acquistn,33,8,5,2,2,2,1,0,0,0,0,0,2,0,55,3.6850909090909094,202101,0.7454545454545455
FIN,500,Introduction to Finance,53,50,15,9,11,0,2,0,0,0,1,0,4,0,145,3.6943448275862067,202101,0.7103448275862069
FIN,511,Investments,25,259,77,56,71,6,5,2,0,0,0,0,3,0,504,3.6701190476190475,202101,0.5634920634920635
FIN,512,Financial Derivatives,0,11,6,2,4,5,0,1,0,0,0,0,0,0,29,3.4493103448275857,202101,0.3793103448275862
FIN,567,Financial Risk Management,0,12,10,8,4,1,0,0,0,0,0,0,0,0,35,3.6002857142857145,202101,0.34285714285714286
FIN,580,Entrepreneurship Thru Acquistn,18,7,1,2,0,0,0,0,0,0,0,0,0,0,28,3.9403571428571427,202101,0.8928571428571429
FIN,580,Financial Data Mgt. & Analysis,5,8,5,5,1,3,2,0,0,0,0,0,0,0,29,3.540344827586207,202101,0.4482758620689655
FSHN,101,The Science of Food,8,146,0,17,37,17,8,9,4,6,2,2,17,0,273,3.2367765567765567,202101,0.5641025641025641
FSHN,120,Contemporary Nutrition,21,481,0,0,188,0,0,55,0,0,16,0,11,0,772,3.494818652849741,202101,0.6502590673575129
FSHN,175,Science of Fermented Foods,3,17,1,4,4,0,1,1,0,0,0,0,2,0,33,3.433939393939394,202101,0.6060606060606061
FSHN,201,Math for Food Science,9,6,1,1,0,1,1,2,0,1,0,0,1,0,23,3.362173913043478,202101,0.6521739130434783
FSHN,232,Science of Food Preparation,13,11,3,3,3,1,0,0,1,0,1,0,0,0,36,3.6483333333333325,202101,0.6666666666666666
FSHN,251,Nutritional Physiology II,3,22,0,0,2,0,0,1,0,0,0,0,0,0,28,3.857142857142857,202101,0.8928571428571429
FSHN,260,Raw Materials for Processing,7,7,7,4,0,0,0,0,0,0,0,0,0,0,25,3.8004,202101,0.56
FSHN,322,Nutrition and the Life Cycle,38,4,2,1,0,0,0,2,0,0,0,0,0,0,47,3.8865957446808514,202101,0.8936170212765957
FSHN,329,Communication in Nutrition,19,7,1,1,0,0,0,0,0,0,2,0,0,0,30,3.7666666666666666,202101,0.8666666666666667
FSHN,427,Biochemical Nutrition II,0,39,0,0,13,0,0,0,0,0,1,0,0,0,53,3.69811320754717,202101,0.7358490566037735
FSHN,429,Nutrition Assessment & Therapy,7,6,8,2,2,0,0,0,0,0,0,0,1,0,26,3.616153846153846,202101,0.5
FSHN,471,Food & Industrial Microbiology,3,18,8,10,12,5,3,3,3,0,0,0,0,0,65,3.2924615384615383,202101,0.3230769230769231
FSHN,472,Applied Food Microbiology,6,6,5,2,1,1,0,0,1,0,0,0,1,0,23,3.493478260869565,202101,0.5217391304347826
FSHN,481,Food Processing Unit Ops I,0,21,8,7,4,5,6,0,2,0,1,0,0,0,54,3.3396296296296297,202101,0.3888888888888889
GEOG,101,Global Development&Environment,87,57,5,4,13,2,1,3,0,0,0,0,1,0,173,3.81699421965318,202101,0.8323699421965318
GEOG,103,Earth's Physical Systems,11,10,5,5,3,4,0,0,0,0,0,1,5,0,44,3.1670454545454545,202101,0.4772727272727273
GEOG,204,Cities of the World,0,17,1,1,0,0,1,3,2,0,0,0,1,0,26,3.3334615384615387,202101,0.6538461538461539
GEOG,210,Social & Environmental Issues,35,30,3,5,5,1,6,3,0,1,2,0,14,0,105,3.1299047619047617,202101,0.6190476190476191
GEOG,254,"American People, Places, & Env",1,12,2,1,3,0,2,0,0,0,0,0,0,0,21,3.6347619047619046,202101,0.6190476190476191
GEOG,350,Sustainability and the City,0,19,0,5,1,0,0,0,0,0,0,0,0,0,25,3.826,202101,0.76
GEOG,407,CyberGIS & Geospatial Data Sci,2,11,2,4,2,1,1,0,0,0,0,0,2,0,25,3.3464,202101,0.52
GEOL,111,Emergence of Life,34,38,18,15,13,8,7,7,6,5,5,7,25,0,188,2.7714893617021277,202101,0.3829787234042553
GEOL,118,Natural Disasters,44,26,30,13,11,9,4,6,3,0,1,0,1,0,148,3.4983108108108114,202101,0.47297297297297297
GER,251,Grimm's Fairy Tales in Context,22,125,19,10,7,5,2,1,2,0,0,0,3,0,196,3.751938775510204,202101,0.75
GLBL,100,Intro to Global Studies,37,24,7,4,4,2,1,2,4,1,2,1,9,0,98,3.2383673469387753,202101,0.6224489795918368
GS,101,Exploring General Studies,26,4,4,1,1,0,1,0,0,0,2,1,1,0,41,3.5612195121951222,202101,0.7317073170731707
GS,102,Prep for 21st Cent Challenges,38,23,11,10,4,2,0,2,2,0,2,3,13,0,110,3.1487272727272724,202101,0.5545454545454546
GWS,100,Intro Gender & Women's Studies,11,25,10,1,8,5,3,1,2,0,0,0,3,0,69,3.3871014492753626,202101,0.5217391304347826
GWS,202,Sexualities,34,31,4,7,5,2,4,0,0,0,2,0,4,0,93,3.5446236559139783,202101,0.6989247311827957
GWS,282,Feminist and Queer Activisms,5,20,1,0,0,0,0,0,0,0,0,1,0,0,27,3.8644444444444446,202101,0.9259259259259259
GWS,350,Feminist & Gender Theory,8,8,6,3,0,0,0,0,0,0,0,0,0,0,25,3.8404,202101,0.64
HDFS,105,Intro to Human Development,123,147,4,11,20,5,2,14,2,5,1,0,6,0,340,3.6715000000000004,202101,0.7941176470588235
HDFS,120,Intro to Family Studies,0,33,9,3,18,2,2,8,1,0,2,1,5,0,84,3.087619047619048,202101,0.39285714285714285
HDFS,206,Early Childhood Curriculum Dev,0,17,0,0,7,0,0,1,0,0,0,0,0,0,25,3.64,202101,0.68
HDFS,220,Families in Global Perspective,0,77,12,6,2,1,3,2,0,1,1,0,2,0,107,3.6823364485981314,202101,0.719626168224299
HDFS,225,Close Relationships,4,17,1,3,9,0,1,1,0,0,2,1,3,0,42,3.1347619047619046,202101,0.5
HDFS,290,Intro to Research Methods,3,9,8,9,1,1,1,4,0,1,1,0,0,0,38,3.306842105263158,202101,0.3157894736842105
HDFS,305,Middle Childhood,13,16,5,4,3,3,0,2,1,1,0,0,0,0,48,3.576666666666666,202101,0.6041666666666666
HDFS,310,Adult Development,30,18,4,2,3,0,2,0,0,0,0,0,0,0,59,3.847457627118644,202101,0.8135593220338984
HDFS,322,US Latina and Latino Families,30,11,2,1,1,0,0,0,0,0,0,0,1,0,46,3.8623913043478266,202101,0.8913043478260869
HDFS,405,Adolescent Development,4,10,5,4,5,0,2,1,0,1,1,1,0,0,34,3.303823529411764,202101,0.4117647058823529
HDFS,408,Hospitalized Children,15,19,2,1,1,0,1,0,0,0,0,2,1,0,42,3.650952380952382,202101,0.8095238095238095
HDFS,420,Inequality Public Pol & US Fam,26,7,5,1,2,1,1,0,0,0,0,0,0,0,43,3.8297674418604655,202101,0.7674418604651163
HDFS,426,Family Conflict Management,6,21,1,3,3,4,5,3,0,0,1,0,2,0,49,3.265102040816327,202101,0.5510204081632653
HIST,100,Global History,9,27,28,26,6,8,3,0,1,1,0,0,5,0,114,3.3569298245614037,202101,0.3157894736842105
HIST,120,East Asian Civilizations,2,2,2,4,1,4,0,1,3,0,0,3,5,0,27,2.1985185185185183,202101,0.14814814814814814
HIST,202,American Environmental History,3,8,4,5,2,1,3,2,1,1,4,0,5,0,39,2.615128205128205,202101,0.28205128205128205
HIST,211,History of Southern Africa,5,14,5,1,1,0,1,5,0,1,0,0,0,0,33,3.4648484848484844,202101,0.5757575757575758
HIST,221,Modern China,2,12,4,5,7,2,2,1,1,0,0,0,0,0,36,3.3888888888888893,202101,0.3888888888888889
HIST,251,Warfare Milit Insts & Soc,1,3,0,4,3,7,4,3,0,0,1,0,0,0,26,2.8203846153846155,202101,0.15384615384615385
HIST,300,Topics in Film and History,2,12,5,5,3,0,0,1,0,0,0,1,0,0,29,3.540344827586207,202101,0.4827586206896552
HORT,100,Introduction to Horticulture,13,38,8,9,13,7,4,6,6,2,5,0,2,0,113,3.1860176991150446,202101,0.45132743362831856
HORT,105,Vegetable Gardening,76,19,8,1,2,1,1,0,0,0,0,0,0,0,108,3.9230555555555555,202101,0.8796296296296297
HORT,180,Medicinal Plants and Herbology,18,6,0,0,1,0,0,0,0,0,2,0,2,0,29,3.4827586206896552,202101,0.8275862068965517
HORT,341,Greenhouse Mgmt and Production,4,8,7,2,1,2,2,0,0,0,0,0,0,0,26,3.590384615384615,202101,0.46153846153846156
HORT,430,Children and Nature,19,12,2,3,1,1,2,0,0,1,0,0,3,0,44,3.4770454545454546,202101,0.7045454545454546
HRD,411,Instruct & Train System Design,0,48,6,4,0,2,0,0,2,0,1,0,14,0,77,3.078181818181818,202101,0.6233766233766234
HRD,472,Learning Technologies,90,1,0,3,1,0,0,0,1,0,0,0,19,0,115,3.2926956521739132,202101,0.7913043478260869
HRD,530,Organization Development,19,24,0,0,0,0,0,0,0,0,0,0,1,0,44,3.909090909090909,202101,0.9772727272727273
HRD,550,Adult & Professional Education,0,21,7,1,0,1,0,0,0,0,0,0,0,0,30,3.856333333333333,202101,0.7
IB,100,Biology in Today's World,24,34,6,2,1,3,2,1,0,0,0,0,8,0,81,3.4364197530864202,202101,0.7160493827160493
IB,103,Introduction to Plant Biology,13,30,0,23,25,0,11,8,0,5,1,0,0,0,116,3.214396551724138,202101,0.3706896551724138
IB,108,The Biology of Dinosaurs,8,7,11,2,4,1,2,1,1,0,1,0,0,0,38,3.448157894736842,202101,0.39473684210526316
IB,150,Organismal & Evolutionary Biol,68,143,61,54,72,36,19,25,11,5,6,3,8,0,511,3.3015851272015655,202101,0.41291585127201563
IB,151,Organismal & Evol Biol Lab,7,55,25,15,28,6,6,10,2,3,0,0,2,0,159,3.3398113207547175,202101,0.389937106918239
IB,199,Undergraduate Open Seminar,0,54,0,0,4,0,0,2,0,0,1,0,1,0,62,3.7580645161290325,202101,0.8709677419354839
IB,202,Physiology,0,126,0,0,29,0,0,3,0,0,0,0,1,0,159,3.7547169811320753,202101,0.7924528301886793
IB,302,Evolution,6,59,29,7,34,9,7,6,1,1,2,0,2,0,163,3.368588957055214,202101,0.3987730061349693
IB,329,Animal Behavior,0,169,0,0,84,0,0,22,0,0,5,0,0,0,280,3.4892857142857143,202101,0.6035714285714285
IB,335,Plant Systematics,3,21,0,4,14,0,5,8,0,1,3,0,3,0,62,2.956451612903226,202101,0.3870967741935484
IB,361,Ecology and Human Health,4,77,22,6,1,4,2,0,1,0,0,0,2,0,119,3.737226890756303,202101,0.680672268907563
IB,405,Evol of Traits and Genomes,2,19,1,2,3,0,1,1,0,0,0,0,1,0,30,3.5886666666666667,202101,0.7
IB,420,Plant Physiology,0,12,13,7,1,5,1,1,0,0,2,0,1,0,43,3.295348837209303,202101,0.27906976744186046
IB,432,Genes and Behavior,16,58,0,2,3,0,1,0,0,0,0,0,0,0,80,3.924875,202101,0.925
IB,435,Critical Eval Herbal Remedies,0,41,0,0,4,0,0,0,0,0,0,0,1,0,46,3.8260869565217392,202101,0.8913043478260869
IB,451,Conservation Biology,11,28,8,2,3,0,0,0,0,0,0,0,0,0,52,3.865769230769231,202101,0.75
IE,300,Analysis of Data,9,19,28,9,30,13,16,12,12,5,6,3,3,0,165,2.820727272727273,202101,0.1696969696969697
IE,310,Determin Models in Optmzation,6,32,15,13,14,11,3,5,2,0,0,0,4,0,105,3.2575238095238097,202101,0.3619047619047619
IE,330,Industrial Quality Control,1,6,3,4,1,3,1,1,3,0,1,1,1,0,26,2.859615384615385,202101,0.2692307692307692
IE,340,Human Factors,0,43,0,0,23,0,0,1,0,0,1,0,0,0,68,3.588235294117647,202101,0.6323529411764706
IE,361,Production Planning & Control,5,28,26,9,12,0,0,1,0,0,0,0,0,0,81,3.64679012345679,202101,0.4074074074074074
IE,370,Stochastic Processes & Applic,2,24,18,15,5,10,7,7,5,0,0,0,1,0,94,3.1954255319148936,202101,0.2765957446808511
IE,420,Financial Engineering,12,10,7,12,6,3,2,4,1,3,1,1,1,0,63,3.169047619047619,202101,0.3492063492063492
IHLT,102,Survey of Interdisc Health,47,16,8,3,3,1,1,1,1,0,2,1,3,0,87,3.5826436781609203,202101,0.7241379310344828
IHLT,232,Health Disparities in the U.S.,17,12,2,3,4,0,1,1,0,0,0,0,0,0,40,3.7415000000000007,202101,0.725
IHLT,375,Interdis Collab in Health Serv,19,31,9,2,0,0,2,0,1,0,0,0,1,0,65,3.784923076923077,202101,0.7692307692307693
IHLT,474,Pre-Field Experience in Health,0,42,0,0,6,0,0,0,0,0,0,0,0,0,48,3.875,202101,0.875
IHLT,475,Field Experience in i-Health,0,22,0,0,3,0,0,1,0,0,1,0,0,0,27,3.7037037037037037,202101,0.8148148148148148
INFO,102,Little Bits to Big Ideas,9,64,26,15,33,2,5,10,2,0,1,0,3,0,170,3.3982352941176472,202101,0.4294117647058823
IS,100,Exploring the iSchool,18,15,0,0,0,0,0,1,0,0,1,2,0,0,37,3.6848648648648648,202101,0.8918918918918919
IS,101,Intro to Information Sciences,41,19,5,5,5,3,1,0,1,0,1,0,4,0,85,3.5648235294117647,202101,0.7058823529411765
IS,202,Social Aspects Info Tech,140,5,0,0,2,0,0,0,0,0,2,0,5,0,154,3.8181818181818183,202101,0.9415584415584416
IS,205,Program for Info Problems,0,24,1,0,0,0,0,2,1,0,0,0,4,0,32,3.291875,202101,0.75
IS,206,Intro Database Concepts & Apps,1,14,5,1,3,0,0,1,0,0,1,0,0,0,26,3.6030769230769226,202101,0.5769230769230769
IS,226,Introduction to HCI,5,7,5,1,1,1,0,0,0,0,0,0,3,0,23,3.276086956521739,202101,0.5217391304347826
IS,308,"Race, Gender, and Info Tech",4,8,3,1,1,2,2,0,1,0,0,1,1,0,24,3.236666666666667,202101,0.5
IS,309,Computers and Culture,0,26,3,2,1,0,0,0,0,0,2,0,1,0,35,3.619142857142857,202101,0.7428571428571429
IS,407,Introduction to Data Science,7,13,6,1,2,0,0,0,0,0,0,0,1,0,30,3.7116666666666664,202101,0.6666666666666666
IS,439,Web Devel Using App Framwrk,2,12,2,2,3,0,0,0,0,0,0,0,0,0,21,3.761904761904762,202101,0.6666666666666666
IS,445,Data Visualization,0,33,0,1,0,0,1,0,0,0,0,0,0,0,35,3.9331428571428577,202101,0.9428571428571428
IS,455,Database Design & Prototyping,1,17,3,0,2,0,1,0,0,0,0,0,0,0,24,3.8058333333333336,202101,0.75
IS,457,Data Storytelling,0,17,5,1,0,0,0,0,0,0,0,0,1,0,24,3.7366666666666664,202101,0.7083333333333334
IS,501,Reference and Info Services,0,22,0,0,1,1,0,0,0,0,0,0,0,0,24,3.9029166666666666,202101,0.9166666666666666
IS,504,Sociotechnical Info Systems,4,10,4,5,0,1,0,0,0,0,0,0,0,0,24,3.7500000000000004,202101,0.5833333333333334
IS,510,Libraries Info and Society,6,16,1,0,0,0,0,0,0,0,0,0,1,0,24,3.8195833333333336,202101,0.9166666666666666
IS,530,Collection Development,0,27,0,0,0,0,0,0,0,0,0,0,1,0,28,3.857142857142857,202101,0.9642857142857143
IS,557,Appd Machine Learn: Team Proj,0,17,1,2,0,1,0,0,0,0,0,0,0,0,21,3.857142857142857,202101,0.8095238095238095
IS,571,Info Service for Diverse Users,0,18,2,1,0,0,1,0,0,0,0,0,0,0,22,3.8636363636363638,202101,0.8181818181818182
IS,582,Rare Books and Special Collect,0,21,0,0,1,1,0,0,0,0,0,0,0,0,23,3.898695652173913,202101,0.9130434782608695
JOUR,200,Introduction to Journalism,50,91,35,15,12,12,6,4,7,0,3,0,5,0,240,3.5296250000000007,202101,0.5875
JOUR,205,History of American Journalism,0,20,7,24,4,2,0,2,0,0,1,0,0,0,60,3.4658333333333338,202101,0.3333333333333333
JOUR,250,Journalism Ethics & Diversity,6,18,14,6,9,2,0,3,0,0,1,0,2,0,61,3.388524590163934,202101,0.39344262295081966
JOUR,311,Media Law,2,11,4,4,2,0,2,0,0,0,0,0,1,0,26,3.486923076923077,202101,0.5
JOUR,451,Research Methods in Journalism,6,11,1,1,5,0,1,2,1,0,2,1,3,0,34,2.9608823529411765,202101,0.5
KIN,100,Walking & Movement Wellness,16,83,4,3,11,1,1,1,0,0,0,0,3,0,123,3.7452845528455287,202101,0.8048780487804879
KIN,122,Physical Activity and Health,39,81,72,50,27,30,15,13,16,8,8,5,31,0,395,2.991139240506329,202101,0.3037974683544304
KIN,125,Orientation KIN & Comm Health,0,91,0,0,13,0,0,2,0,0,1,0,0,0,107,3.8130841121495327,202101,0.8504672897196262
KIN,140,Social Sci of Human Movement,24,32,31,12,6,4,8,6,5,3,2,2,3,0,138,3.280652173913043,202101,0.4057971014492754
KIN,142,Contemporary Issues in Sport,0,199,0,0,41,0,0,17,0,0,6,0,15,0,278,3.449640287769784,202101,0.7158273381294964
KIN,150,Bioscience of Human Movement,0,40,0,0,54,0,0,24,0,0,5,0,3,0,126,2.9761904761904763,202101,0.31746031746031744
KIN,199,Stress Management,4,3,7,2,2,1,3,1,1,1,3,0,2,0,30,2.800333333333333,202101,0.23333333333333334
KIN,201,Phys Activity Research Methods,71,19,7,8,2,2,3,0,3,2,0,0,3,0,120,3.6527499999999997,202101,0.75
KIN,247,Intro to Sport Psychology,0,278,22,4,17,2,2,3,1,0,0,0,4,0,333,3.828018018018018,202101,0.8348348348348348
KIN,249,Sport & Modern Society,242,128,52,27,33,13,4,7,5,4,2,1,17,0,535,3.615177570093458,202101,0.6915887850467289
KIN,259,Motor Development and Control,0,55,25,15,8,1,6,2,1,1,0,2,3,0,119,3.4511764705882353,202101,0.46218487394957986
KIN,262,"Motor Develop, Growth & Form",0,6,4,5,9,1,0,3,2,2,0,0,2,0,34,2.8529411764705883,202101,0.17647058823529413
KIN,268,Children's Movement,2,25,5,7,4,1,0,1,0,0,2,0,0,0,47,3.5814893617021273,202101,0.574468085106383
KIN,340,Soc & Psych of Phys Activity,0,63,31,19,12,5,6,1,1,0,1,0,1,0,140,3.5502857142857143,202101,0.45
KIN,352,Bioenergetics of Movement,0,47,0,0,31,0,0,6,0,0,6,0,1,0,91,3.2857142857142856,202101,0.5164835164835165
KIN,355,Biomechanics of Human Movement,13,40,26,14,17,1,3,1,1,0,2,0,0,0,118,3.5624576271186448,202101,0.4491525423728814
KIN,442,"Body, Culture & Society",33,4,1,1,2,2,1,0,0,0,0,0,2,0,46,3.666739130434783,202101,0.8043478260869565
KIN,443,Psychophysiology in Ex & Sport,0,36,0,0,4,0,0,0,0,0,0,0,1,0,41,3.8048780487804876,202101,0.8780487804878049
KIN,449,Rehabilitation Biomechanics,15,10,0,1,0,0,0,1,0,0,0,0,0,0,27,3.901111111111111,202101,0.9259259259259259
LA,221,History of the Prison,29,14,5,2,16,3,5,11,1,3,5,1,17,0,112,2.6607142857142856,202101,0.38392857142857145
LA,250,Environmental Site Analysis,15,3,0,1,3,0,0,0,0,1,0,0,3,1,27,3.2946153846153843,202101,0.6923076923076923
LA,281,Design Communications II,1,4,7,2,4,0,2,1,2,0,0,0,2,0,25,2.9739999999999998,202101,0.2
LA,314,History of World Landscapes,5,89,28,18,10,5,1,3,1,0,1,0,5,0,166,3.5725903614457835,202101,0.5662650602409639
LAS,399,Leadership & Prof Development,28,16,3,0,1,0,0,0,0,0,0,0,1,0,49,3.8777551020408163,202101,0.8979591836734694
LAST,210,Life in the Andes,9,10,1,1,0,0,1,1,0,0,0,0,1,0,24,3.63875,202101,0.7916666666666666
LAW,303,Living the Law,25,25,7,1,1,0,0,0,0,0,0,0,0,0,59,3.932542372881356,202101,0.847457627118644
LAW,601,Contracts,3,10,17,61,33,17,8,2,1,0,0,0,0,0,152,3.198815789473684,202101,0.08552631578947369
LAW,602,Property,1,2,4,20,5,1,1,1,1,0,0,0,0,0,36,3.2486111111111113,202101,0.08333333333333333
LAW,610,Introduction to Advocacy,5,14,17,48,40,13,11,1,1,0,0,0,1,0,151,3.1936423841059605,202101,0.12582781456953643
LAW,631,Secured Transactions,1,10,6,7,5,5,3,0,0,0,0,0,0,0,37,3.369459459459459,202101,0.2972972972972973
LAW,670,Elder Law,2,6,5,17,8,2,0,0,0,0,0,0,0,0,40,3.4075,202101,0.2
LAW,679,Criminal Proc: Adjudication,1,8,21,36,16,3,0,0,0,0,0,0,0,0,85,3.3995294117647057,202101,0.10588235294117647
LAW,680,Professional Responsibility,0,11,12,27,16,5,1,1,0,0,0,0,0,0,73,3.3373972602739723,202101,0.1506849315068493
LAW,686,Remedies,1,7,5,2,15,0,0,0,0,0,0,0,0,0,30,3.4003333333333337,202101,0.26666666666666666
LAW,794,Mergers & Acquisitions,1,3,7,6,1,3,0,0,0,0,0,0,0,0,21,3.4609523809523814,202101,0.19047619047619047
LEAD,140,Interpersonal Intelligence,27,41,9,5,6,6,0,1,2,0,0,0,4,0,101,3.574653465346534,202101,0.6732673267326733
LEAD,260,Foundations of Leadership,87,38,16,4,6,5,4,2,1,0,1,1,3,0,168,3.69077380952381,202101,0.7440476190476191
LEAD,321,Training and Development,0,17,3,0,1,1,0,1,0,0,0,0,1,0,24,3.611666666666667,202101,0.7083333333333334
LEAD,380,Leadership in Groups and Teams,29,7,9,1,2,1,1,0,0,0,1,0,1,0,52,3.6992307692307693,202101,0.6923076923076923
LEAD,470,Leading Prof Orgs & Comm,19,2,1,1,0,0,0,0,0,0,0,0,0,0,23,3.9565217391304346,202101,0.9130434782608695
LER,569,Power & Influence in HRM,0,22,2,0,1,0,0,0,0,0,0,0,0,0,25,3.9336,202101,0.88
LER,590,Economics Gender & Workforce,0,5,17,7,6,0,0,0,0,0,0,0,0,0,35,3.5342857142857143,202101,0.14285714285714285
LER,591,Employment Relations Systems,7,13,3,5,0,0,0,0,0,0,0,0,0,0,28,3.8449999999999998,202101,0.7142857142857143
LER,595,Managing Diversity Globally,2,16,9,2,4,2,0,0,0,0,0,0,0,0,35,3.6865714285714284,202101,0.5142857142857142
LING,100,Intro to Language Science,20,18,9,10,5,1,5,1,2,1,2,0,3,0,77,3.3288311688311687,202101,0.4935064935064935
LING,115,Language and Culture in India,3,13,16,12,9,15,3,5,3,0,1,3,0,1,84,3.0691566265060244,202101,0.1927710843373494
LING,222,Language in Globalization,7,7,9,0,5,2,2,0,2,1,1,0,3,1,40,3.0692307692307694,202101,0.358974358974359
LING,225,"Language, Mind, and Brain",12,6,3,4,3,0,0,1,0,0,0,0,2,0,31,3.4622580645161296,202101,0.5806451612903226
LING,250,Linguistic Diversity in the US,18,26,3,2,1,0,2,2,3,0,0,1,0,0,58,3.6381034482758614,202101,0.7586206896551724
LING,270,"Language, Technology & Society",26,5,1,1,1,0,1,1,0,0,0,0,2,0,38,3.6402631578947373,202101,0.8157894736842105
LING,301,Elements of Syntax,1,7,1,3,0,5,1,1,0,2,0,1,3,0,25,2.6668000000000003,202101,0.32
LING,302,Elements of Phonology,4,7,1,2,4,2,1,4,8,0,0,1,0,0,34,2.824411764705882,202101,0.3235294117647059
LING,307,Elmnts Semantics & Pragmatics,24,4,2,1,1,1,1,1,0,0,0,0,4,0,39,3.401794871794872,202101,0.717948717948718
LING,406,Intro to Computational Ling,18,17,2,3,7,0,0,1,0,0,2,0,1,0,51,3.5750980392156864,202101,0.6862745098039216
LLS,100,Intro Latina/Latino Studies,51,45,7,3,0,0,0,3,1,0,2,0,3,0,115,3.7334782608695654,202101,0.8347826086956521
LLS,240,Latina/o Popular Culture,0,22,6,1,4,0,0,2,0,0,0,0,0,0,35,3.6957142857142857,202101,0.6285714285714286
LLS,250,Latina/os on the Bronze Screen,6,8,4,3,0,1,0,0,0,2,1,0,2,0,27,3.2222222222222223,202101,0.5185185185185185
LLS,279,Mexican-American History,21,25,2,0,2,1,1,0,1,2,0,0,3,0,58,3.5632758620689655,202101,0.7931034482758621
MACS,100,Intro to Popular TV & Movies,125,77,17,20,10,6,3,3,1,3,1,0,2,0,268,3.741268656716418,202101,0.753731343283582
MACS,101,Intro to the Media,112,79,34,18,15,12,5,2,0,2,0,1,11,0,291,3.5901718213058427,202101,0.6563573883161512
