,Year,Term,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Total
12510,2020,0,PSYC,496,Programming and Data Sci w R,8,10,1,3,0,0,0,0,0,0,0,0,0,0,22
12511,2020,0,REHB,330,Disability in American Society,7,303,9,4,44,2,0,13,0,0,2,0,17,1,402
12512,2020,0,REL,110,World Religions,166,166,52,41,30,12,5,3,0,0,0,2,5,0,482
12513,2020,0,REL,132,Zen,5,18,5,3,2,0,0,0,0,0,0,0,0,0,33
12514,2020,0,REL,208,Cultures & Lits of South Asia,0,43,1,0,0,0,0,0,1,0,0,0,0,0,45
12515,2020,0,REL,214,Introduction to Islam,1,14,11,3,7,1,0,4,0,0,1,2,0,0,44
12516,2020,0,RHET,233,Adv Rhetoric & Composition,15,3,1,1,0,0,0,0,0,0,0,0,1,0,21
12517,2020,0,RST,100,RST in Modern Society,49,26,13,13,11,4,3,4,2,0,0,0,3,0,128
12518,2020,0,RST,101,Orientation to RST,7,10,10,4,7,2,2,6,2,0,1,0,0,0,51
12519,2020,0,RST,120,"Park, Recreation & Environment",9,6,2,1,4,3,3,2,0,3,1,0,2,0,36
12520,2020,0,RST,130,Foundations of Sport Mgt,0,36,4,2,12,1,0,1,0,1,2,0,5,0,64
12521,2020,0,RST,199,Sport Brand Management,0,9,7,4,4,4,2,2,1,1,2,0,0,0,36
12522,2020,0,RST,200,Leadership in RST,2,47,0,0,17,0,0,8,0,0,3,0,2,1,80
12523,2020,0,RST,230,Diversity in RST,42,42,10,6,40,6,7,14,2,3,5,1,6,0,184
12524,2020,0,RST,240,Finance in RST,20,25,14,6,13,4,5,2,2,1,2,2,1,0,97
12525,2020,0,RST,242,Nature and American Culture,0,1333,0,0,132,0,0,39,0,0,5,0,30,1,1540
12526,2020,0,RST,255,Ethical Issues in RST,0,25,0,0,11,0,0,2,0,0,1,0,5,0,44
12527,2020,0,RST,260,Disability in RST,63,22,9,3,7,8,2,1,5,1,2,2,7,0,132
12528,2020,0,RST,316,Human Development and RST,5,11,2,2,3,4,1,1,3,1,0,0,0,0,33
12529,2020,0,RST,325,Marketing in RST,0,6,8,8,11,8,4,4,0,0,0,0,4,0,53
12530,2020,0,RST,340,Facility Management in RST,28,10,2,2,1,1,2,0,0,0,1,1,0,0,48
12531,2020,0,RST,354,Legal Aspects of Sport,2,9,3,4,12,1,0,0,0,1,1,0,0,0,33
12532,2020,0,RST,370,Research Methods & Analysis,6,12,0,1,4,0,0,2,0,0,0,0,0,0,25
12533,2020,0,RST,410,Strategic Thinking in RST,0,4,4,9,7,5,3,3,1,1,1,0,1,0,39
12534,2020,0,RST,429,Contemporary Issues in RST,7,11,12,9,5,2,0,1,1,0,1,0,0,0,49
12535,2020,0,RST,465,Event Implementation in RST,15,24,3,2,3,0,4,1,0,0,1,1,1,0,55
12536,2020,0,SBC,504,Managing Projects & Teams,8,14,4,6,5,0,1,0,1,0,0,0,0,0,39
12537,2020,0,SBC,505,Consumer Insights II,16,11,10,5,0,0,1,0,0,0,0,0,1,0,44
12538,2020,0,SBC,506,Measurement and Evaluation,7,5,9,8,3,5,1,1,0,0,0,0,1,0,40
12539,2020,0,SE,101,Engineering Graphics & Design,16,42,32,31,27,3,2,9,8,0,0,2,0,0,172
12540,2020,0,SE,261,Business Side of Engineering,0,9,0,0,19,0,0,10,0,0,4,0,3,0,45
12541,2020,0,SE,311,Engineering Design Analysis,1,45,23,5,1,0,0,0,0,0,0,0,0,0,75
12542,2020,0,SE,312,Instrumentation and Test Lab,7,12,14,30,10,1,0,0,0,0,0,0,1,0,75
12543,2020,0,SE,400,Engineering Law,0,18,13,6,4,2,0,0,0,0,0,0,0,0,43
12544,2020,0,SE,422,Robot Dynamics and Control,11,9,12,3,0,0,0,0,0,0,0,0,0,0,35
12545,2020,0,SE,423,Mechatronics,0,34,1,2,2,0,0,0,0,0,0,0,0,0,39
12546,2020,0,SE,424,State Space Design for Control,17,18,12,11,9,2,3,1,0,0,0,0,0,0,73
12547,2020,0,SE,495,Senior Engineering Project II,15,35,8,7,2,1,0,1,0,0,0,0,0,0,69
12548,2020,0,SHS,120,"Child, Comm, & Lang Ability",0,394,0,0,86,0,0,23,0,0,6,0,16,0,525
12549,2020,0,SHS,121,American Sign Language I,16,7,2,8,5,1,1,0,0,2,3,0,1,0,46
12550,2020,0,SHS,170,Intro Hum Comm Sys & Disorders,5,32,21,13,17,4,2,2,1,1,1,0,1,0,100
12551,2020,0,SHS,200,General Phonetics,30,22,16,7,12,3,5,1,0,0,0,1,2,0,99
12552,2020,0,SHS,221,American Sign Language II,13,2,2,1,2,1,0,0,0,0,0,0,1,0,22
12553,2020,0,SHS,222,Lang&Culture Deaf Communities,145,61,13,14,13,4,0,0,2,0,0,0,1,0,253
12554,2020,0,SHS,240,Intro Sound & Hearing Science,47,30,7,2,0,0,0,0,0,0,0,0,0,0,86
12555,2020,0,SHS,321,American Sign Language III,2,11,4,2,2,0,0,0,0,0,0,0,0,0,21
12556,2020,0,SHS,352,Hearing Health and Society,26,18,4,2,2,0,0,1,0,0,0,0,0,0,53
12557,2020,0,SHS,380,Comm Competence and Disorders,7,28,12,10,14,4,3,2,0,0,0,0,0,0,80
12558,2020,0,SHS,427,Language and the Brain,3,7,9,1,4,2,4,2,2,0,0,1,1,0,36
12559,2020,0,SHS,473,Augmentative & Alt Comm,3,46,14,3,5,0,1,1,0,0,0,0,0,0,73
12560,2020,0,SOC,100,Introduction to Sociology,0,198,123,54,60,32,6,3,25,0,2,0,1,0,504
12561,2020,0,SOC,200,Intro to Sociological Theory,5,4,3,2,4,3,2,1,3,0,1,0,4,0,32
12562,2020,0,SOC,225,Race and Ethnicity,5,27,4,1,4,1,0,3,3,0,0,0,0,0,48
12563,2020,0,SOC,275,Criminology,12,56,24,8,11,1,3,1,0,0,0,0,1,0,117
12564,2020,0,SOC,280,Intro to Social Statistics,2,9,6,5,2,1,4,2,3,0,0,0,0,0,34
12565,2020,0,SOC,350,Technology and Society,0,36,4,5,3,0,0,3,0,0,0,0,1,0,52
12566,2020,0,SOC,375,Criminal Justice System,4,31,13,7,4,3,3,8,0,0,0,0,0,0,73
12567,2020,0,SOC,380,Social Research Methods,9,3,6,0,1,2,0,0,0,0,0,0,1,0,22
12568,2020,0,SOC,450,Senior Capstone Seminar,1,5,2,0,7,2,3,5,1,1,0,0,1,0,28
12569,2020,0,SOC,479,Law and Society,12,15,2,2,0,0,0,2,0,0,1,0,1,0,35
12570,2020,0,SOCW,200,Introduction to Social Work,29,23,17,19,14,3,1,0,3,0,1,2,4,0,116
12571,2020,0,SOCW,240,Death & Dying,13,12,0,1,0,3,0,0,0,0,1,1,0,0,31
12572,2020,0,SOCW,300,Diversity: Identities & Issues,42,50,7,6,8,1,2,0,0,0,0,0,2,0,118
12573,2020,0,SOCW,321,Social Entre & Social Change,2,12,6,0,1,2,0,2,0,0,1,0,1,0,27
12574,2020,0,SOCW,360,Social Work and the Military,6,9,6,2,3,0,0,4,0,0,0,0,0,0,30
12575,2020,0,SOCW,410,Social Welfare Pol and Svcs,3,28,8,6,12,0,0,3,0,0,0,0,0,0,60
12576,2020,0,SOCW,470,Field Prac & Prof Seminar II,0,28,13,2,1,0,0,0,0,0,0,0,0,0,44
12577,2020,0,SOCW,509,Adv Clin Assess & Interviewing,29,27,5,2,1,0,0,0,0,0,1,0,0,0,65
12578,2020,0,SOCW,519,Public School Policy/Services,2,34,3,3,1,0,0,0,0,0,0,0,0,0,43
12579,2020,0,SOCW,552,HBSE II: Mental Disorders,36,38,2,5,14,1,0,0,0,0,0,0,0,1,97
12580,2020,0,SOCW,589,Social Work and the Law,0,21,11,7,6,0,0,0,0,0,0,0,0,0,45
12581,2020,0,SPAN,232,Spanish in the Community,42,14,0,0,1,0,0,0,1,1,0,0,0,0,59
12582,2020,0,SPAN,307,Bilingualism,9,7,0,3,1,1,0,1,0,0,0,0,0,0,22
12583,2020,0,SPAN,308,Spanish in the United States,13,6,2,2,0,0,0,0,0,0,0,0,0,0,23
12584,2020,0,SPED,117,The Culture of Disability,1,570,3,0,82,4,0,13,1,0,2,0,6,0,682
12585,2020,0,SPED,322,Intro Intellectual Disability,0,107,0,0,6,0,0,2,0,0,1,0,0,0,116
12586,2020,0,SPED,438,Collaborating with Families,0,32,0,0,1,0,0,0,0,0,0,0,0,0,33
12587,2020,0,SPED,447,Curriculum Development II,0,27,0,0,2,0,0,0,0,0,0,0,0,0,29
12588,2020,0,STAT,100,Statistics,384,256,168,153,130,105,60,51,43,10,10,4,39,0,1413
12589,2020,0,STAT,107,Data Science Discovery,13,53,3,1,3,3,1,2,2,0,0,0,5,0,86
12590,2020,0,STAT,200,Statistical Analysis,63,142,50,27,32,18,20,11,13,0,2,0,3,0,381
12591,2020,0,STAT,212,Biostatistics,55,60,34,16,18,2,0,4,1,2,0,1,3,0,196
12592,2020,0,STAT,385,Statistics Programming Methods,56,68,12,6,3,4,5,0,3,0,1,0,1,0,159
12593,2020,0,STAT,400,Statistics and Probability I,166,277,101,37,51,26,10,11,1,0,0,0,5,0,685
12594,2020,0,STAT,408,Actuarial Statistics I,3,7,8,4,9,14,4,4,6,0,0,0,0,0,59
12595,2020,0,STAT,410,Statistics and Probability II,21,121,24,18,17,24,4,8,7,0,5,1,3,0,253
12596,2020,0,STAT,420,Methods of Applied Statistics,19,217,30,14,16,5,2,5,1,0,0,0,2,0,311
12597,2020,0,STAT,428,Statistical Computing,0,54,5,4,3,1,2,3,0,0,0,0,1,0,73
12598,2020,0,STAT,431,Applied Bayesian Analysis,15,11,1,1,2,3,2,1,0,0,1,1,2,0,40
12599,2020,0,STAT,432,Basics of Statistical Learning,0,151,8,7,2,2,2,2,0,1,1,0,2,0,178
12600,2020,0,STAT,433,Stochastic Processes,18,41,4,2,2,5,3,2,0,0,0,0,0,0,77
12601,2020,0,STAT,440,Statistical Data Management,22,63,9,4,4,1,0,2,1,0,0,0,1,0,107
12602,2020,0,STAT,443,Professional Statistics,0,20,5,2,4,2,1,0,0,0,0,0,0,0,34
12603,2020,0,STAT,448,Advanced Data Analysis,54,21,9,3,4,5,0,2,1,0,0,0,2,0,101
12604,2020,0,STAT,525,Computational Statistics,2,47,3,1,1,0,0,0,0,0,0,0,0,0,54
12605,2020,0,STAT,542,Statistical Learning,7,28,18,17,1,5,0,0,0,0,0,0,2,0,78
12606,2020,0,TAM,210,Introduction to Statics,29,34,22,8,13,3,5,4,1,0,0,2,1,0,122
12607,2020,0,TAM,211,Statics,19,44,19,12,9,3,4,5,0,0,3,2,0,0,120
12608,2020,0,TAM,212,Introductory Dynamics,14,79,69,62,73,38,26,26,11,4,6,3,2,0,413
12609,2020,0,TAM,251,Introductory Solid Mechanics,18,60,42,37,45,48,28,33,12,3,7,3,7,0,343
12610,2020,0,TAM,252,Solid Mechanics Design,7,14,5,4,5,0,0,3,0,0,0,0,0,0,38
12611,2020,0,TAM,335,Introductory Fluid Mechanics,6,15,21,9,7,7,5,2,3,0,2,0,0,0,77
12612,2020,0,TAM,412,Intermediate Dynamics,4,4,4,5,7,3,2,3,4,1,1,2,3,0,43
12613,2020,0,TAM,445,Continuum Mechanics,2,7,7,2,1,5,4,4,1,2,0,0,0,0,35
12614,2020,0,TE,100,Intro to ILEE,24,6,0,0,2,0,0,0,0,0,0,0,0,0,32
12615,2020,0,TE,250,From Idea to Enterprise,9,16,12,2,0,2,0,1,0,0,0,0,0,0,42
12616,2020,0,TE,333,"Creativity, Innovation, Vision",7,10,3,1,3,0,0,3,0,0,0,0,0,0,27
12617,2020,0,TE,360,Lect in Engrg Entrepreneurship,13,27,0,1,3,0,1,2,0,0,1,0,1,0,49
12618,2020,0,TE,401,Develop Breakthrough Projects,13,27,0,1,3,0,1,2,0,0,1,0,1,0,49
12619,2020,0,THEA,100,Practicum I,1,31,4,2,3,0,0,0,1,0,0,0,1,0,43
12620,2020,0,THEA,101,Introduction to Theatre Arts,561,95,52,46,34,33,15,27,6,3,6,6,21,0,905
12621,2020,0,THEA,110,Broadway Musicals,69,11,2,1,0,1,1,0,0,1,0,0,0,0,86
12622,2020,0,TSM,100,Technical Systems in Agr,5,14,6,2,10,1,3,8,0,1,2,1,3,0,56
12623,2020,0,TSM,234,"Wiring, Motors and Control Sys",0,7,5,7,10,4,0,6,1,0,1,3,1,0,45
12624,2020,0,TSM,311,Humanity in the Food Web,3,15,14,10,13,8,5,2,2,1,0,0,3,0,76
12625,2020,0,UP,116,Urban Informatics I,12,6,3,4,0,0,1,2,0,0,0,0,0,0,28
12626,2020,0,UP,136,Urban Sustainability,0,28,1,1,1,1,0,0,0,0,0,0,0,0,32
12627,2020,0,UP,201,Planning in Action,0,41,0,0,1,0,0,0,0,0,0,0,0,0,42
12628,2020,0,UP,316,Urban Informatics II,4,6,3,2,1,3,2,3,2,1,2,1,0,0,30
12629,2020,0,UP,475,Real Estate Dev. Fundamentals,0,23,0,1,0,1,0,1,0,0,0,0,0,0,26
12630,2020,0,UP,511,Law and Planning,9,17,7,4,1,1,0,0,0,0,0,0,0,0,39
12631,2020,0,VM,603,Structure and Function II,0,25,0,0,64,0,0,40,0,0,1,0,0,0,130
12632,2020,0,VM,604,Structure and Function III,0,29,0,0,51,0,0,18,0,0,2,0,0,0,100
12633,2020,0,VM,608,Pathobiology III,0,60,0,0,57,0,0,10,0,0,0,0,0,0,127
12634,2020,1,AAS,100,Intro Asian American Studies,53,124,28,18,21,5,6,10,2,3,2,0,9,0,281
12635,2020,1,AAS,200,U.S. Race and Empire,4,4,13,7,0,1,0,0,0,0,0,0,1,0,30
12636,2020,1,ABE,430,Project Management,3,28,1,2,1,0,0,0,0,0,0,0,0,0,35
12637,2020,1,ACCY,200,Fundamentals of Accounting,10,84,36,31,26,24,31,28,20,3,1,1,1,0,296
12638,2020,1,ACCY,201,Accounting and Accountancy I,60,87,50,43,63,43,45,42,13,7,11,4,14,0,482
12639,2020,1,ACCY,202,Accounting and Accountancy II,39,70,32,50,74,18,21,16,15,0,0,0,1,0,336
12640,2020,1,ACCY,301,Atg Measurement & Disclosure,12,46,44,34,44,19,10,9,0,1,1,0,1,0,221
12641,2020,1,ACCY,302,Decision Making for Atg,16,56,56,45,25,15,6,6,3,1,0,0,2,0,231
12642,2020,1,ACCY,303,Atg Institutions and Reg,17,35,20,14,16,10,3,0,2,3,1,1,1,0,123
12643,2020,1,ACCY,304,Accounting Control Systems,6,75,36,24,29,12,4,7,6,1,0,0,1,0,201
12644,2020,1,ACCY,312,Principles of Taxation,5,25,40,60,28,12,10,1,0,0,0,0,2,0,183
12645,2020,1,ACCY,405,Assurance and Attestation,0,39,55,43,52,17,5,5,1,0,1,0,0,0,218
12646,2020,1,ACCY,410,Advanced Financial Reporting,14,38,26,12,33,28,6,5,1,1,0,0,0,0,164
12647,2020,1,ACCY,451,Advanced Income Tax Problems,0,30,8,5,26,4,4,2,1,0,0,0,0,0,80
12648,2020,1,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",258,269,228,96,91,38,8,0,1,0,0,0,0,0,989
12649,2020,1,ACCY,501,Accounting Analysis I A,24,50,33,26,32,13,7,8,3,0,1,2,4,0,203
12650,2020,1,ACCY,501,Accounting Analysis I B,91,42,16,11,12,11,2,1,3,0,0,0,4,0,193
12651,2020,1,ACCY,502,Accounting Analysis II A,0,25,4,4,11,3,0,1,0,0,1,0,0,0,49
12652,2020,1,ACCY,502,Accounting Analysis II B,0,22,4,8,9,4,2,3,0,0,0,0,0,0,52
12653,2020,1,ACCY,506,Advanced Financial Reporting,10,16,4,4,6,4,4,1,0,0,1,0,1,0,51
12654,2020,1,ACCY,510,Financial Reporting Standards,8,30,18,9,3,2,1,0,0,0,0,0,0,0,71
12655,2020,1,ACCY,512,Data Analytics for Mgmt Acctg,5,45,7,3,0,0,0,1,0,0,0,0,1,0,62
12656,2020,1,ACCY,515,Auditing & Assurance Standards,0,10,8,12,14,2,1,0,0,0,0,0,0,0,47
12657,2020,1,ACCY,517,Financial Statement Analysis,3,15,2,1,1,0,0,0,0,0,0,0,0,0,22
12658,2020,1,ACE,161,Microcomputer Applications,0,99,0,0,21,0,0,11,0,0,1,0,2,0,134
12659,2020,1,ACE,199,Digital Mktg and Social Media,0,25,0,0,9,0,0,2,0,0,0,0,0,0,36
12660,2020,1,ACE,210,Environmental Economics,29,32,10,10,19,2,5,4,1,2,1,1,0,0,116
12661,2020,1,ACE,240,Personal Financial Planning,28,386,8,9,82,1,1,27,1,0,13,0,17,0,573
12662,2020,1,ACE,251,The World Food Economy,86,93,38,30,21,9,10,8,2,1,2,3,6,0,309
12663,2020,1,ACE,262,App Stat Mthds & Data AnlytcsI,7,21,12,7,13,6,1,4,2,0,0,1,3,0,77
12664,2020,1,ACE,264,App Stat Mthds & Data Anlytcs2,4,9,5,4,4,2,4,2,2,5,2,2,2,0,47
12665,2020,1,ACE,300,Interm. Applied Microeconomics,13,56,0,10,14,0,1,2,0,0,1,0,2,0,99
12666,2020,1,ACE,310,Natural Resource Economics,6,6,6,4,3,1,3,5,2,0,0,2,5,0,43
12667,2020,1,ACE,345,Finan Decision Indiv Sm Bus,7,40,17,15,16,6,4,2,0,0,0,0,0,0,107
12668,2020,1,ACE,360,Spreadsheet Models & Applic,1,16,3,1,6,1,0,1,1,0,1,0,0,0,31
12669,2020,1,ACE,427,Commodity Price Analysis,8,7,6,7,4,3,4,4,2,2,1,1,2,0,51
12670,2020,1,ACE,435,Global Agribusiness Management,9,84,5,2,1,1,0,0,0,0,0,0,0,0,102
12671,2020,1,ACE,444,Finan Serv & Invest Plan,5,26,8,7,15,6,0,0,0,0,0,0,0,0,67
12672,2020,1,ACE,476,Behavioral Economics,0,7,6,11,11,5,3,1,0,3,0,0,0,0,47
12673,2020,1,ADV,150,Introduction to Advertising,155,99,16,5,16,1,1,3,2,0,2,1,10,0,311
12674,2020,1,ADV,270,Principles of Sales,50,8,5,3,4,1,1,0,0,2,1,0,1,0,76
12675,2020,1,ADV,281,Advertising Research Methods,0,45,6,1,35,0,0,8,1,0,2,0,3,0,101
12676,2020,1,ADV,283,Advertising and Brand Strategy,19,36,23,17,7,10,0,2,2,0,0,0,2,0,118
12677,2020,1,ADV,284,Consumer Insight,19,32,15,8,5,3,0,2,0,0,0,0,0,0,84
12678,2020,1,ADV,310,Intro to Public Relations,6,35,9,2,25,5,0,9,1,0,1,1,1,0,95
12679,2020,1,ADV,320,Sales Management,19,24,21,11,4,6,4,4,2,2,0,0,1,0,98
12680,2020,1,ADV,370,Sales and the Consumer,48,20,9,4,10,7,2,1,2,0,1,2,4,0,110
12681,2020,1,ADV,390,Content Creation,0,38,34,31,17,3,5,0,0,0,0,1,1,0,130
12682,2020,1,ADV,393,Advertising and Society,16,25,21,12,8,8,0,0,3,0,1,0,1,0,95
12683,2020,1,ADV,409,Media Entrepreneurship,0,30,8,5,2,0,0,1,0,0,0,0,0,0,46
12684,2020,1,ADV,483,Audience Analysis,7,31,12,22,8,8,1,1,0,0,1,0,0,0,91
12685,2020,1,AE,140,CAD,4,45,10,7,2,4,1,3,0,0,0,1,2,0,79
12686,2020,1,AE,202,Aerospace Flight Mechanics,5,14,2,4,5,0,1,1,0,0,0,1,5,0,38
12687,2020,1,AE,311,Incompressible Flow,43,15,5,3,7,5,8,3,1,0,1,0,3,0,94
12688,2020,1,AE,312,Compressible Flow,0,21,10,4,2,2,0,0,0,1,0,0,0,0,40
12689,2020,1,AE,321,Mechs of Aerospace Structures,1,30,9,16,10,5,5,5,6,1,2,1,2,0,93
12690,2020,1,AE,323,Applied Aerospace Structures,2,7,6,7,8,5,3,3,4,0,0,0,2,0,47
12691,2020,1,AE,352,Aerospace Dynamical Systems,13,29,7,19,8,4,2,0,2,0,0,0,0,0,84
12692,2020,1,AE,353,Aerospace Control Systems,6,12,3,2,8,0,1,3,0,1,3,0,2,0,41
12693,2020,1,AFRO,100,Intro to African American St,7,24,10,5,3,1,3,0,2,0,1,0,6,0,62
12694,2020,1,AFRO,101,"Black America, 1619-Present",3,8,8,5,3,7,3,0,3,0,0,1,4,0,45
12695,2020,1,AFRO,132,African American Music,0,19,2,3,1,2,0,1,0,0,0,0,1,0,29
12696,2020,1,AFRO,228,Hip Hop Music: History&Culture,0,21,3,1,2,0,1,0,0,0,0,0,1,0,29
12697,2020,1,AGCM,220,Communicating Agriculture,4,13,3,4,1,0,0,0,2,0,0,0,0,0,27
12698,2020,1,AHS,199,Undergraduate Open Seminar,29,19,0,0,5,0,0,1,0,0,1,0,0,0,55
12699,2020,1,AIS,285,Indigenous Thinkers,1,14,8,2,0,1,1,0,0,1,0,0,0,0,28
12700,2020,1,ANSC,100,Intro to Animal Sciences,12,139,0,6,29,0,1,9,0,0,1,0,0,0,197
12701,2020,1,ANSC,205,World Animal Resources,100,156,33,10,10,3,5,1,1,1,1,2,2,0,325
12702,2020,1,ANSC,250,Companion Animals in Society,87,181,49,22,20,15,8,5,3,0,2,3,7,0,402
12703,2020,1,ANSC,256,Horse's Role in Human History,0,9,3,2,6,0,1,3,4,0,0,0,5,0,33
12704,2020,1,ANSC,298,Undergraduate Seminar,0,66,3,0,10,2,0,5,0,0,0,0,4,0,90
12705,2020,1,ANSC,305,Human Animal Interactions,24,14,22,3,3,1,0,0,0,0,0,0,1,0,68
12706,2020,1,ANSC,498,Integrating Animal Sciences,8,41,11,2,3,3,0,0,0,0,0,0,1,0,69
12707,2020,1,ANSC,526,Adv Companion Animal Nutrition,0,31,0,0,4,0,0,0,0,0,1,0,1,0,37
12708,2020,1,ANTH,101,Introduction to Anthropology,113,41,39,25,15,16,6,4,6,5,2,2,28,0,302
12709,2020,1,ANTH,103,Anthro in a Changing World,357,185,41,35,33,13,15,11,5,3,3,2,12,0,715
12710,2020,1,ANTH,246,Forensic Science,148,645,71,51,70,20,29,30,37,4,4,6,24,1,1140
12711,2020,1,ANTH,278,Climate Change & Civilization,26,2,3,0,0,0,1,0,0,0,0,1,1,0,34
12712,2020,1,ARTD,426,Product Innovation,1,28,25,4,0,0,0,0,0,0,0,0,1,0,59
12713,2020,1,ARTS,220,Introduction to Fashion,18,9,3,2,2,0,0,0,0,0,0,0,0,0,34
12714,2020,1,ASRM,210,Theory of Interest,14,17,13,5,6,6,0,1,0,1,0,0,0,0,63
12715,2020,1,ASRM,406,Lin Algebra & Financial Apps,0,61,4,3,1,2,0,2,0,0,0,0,0,0,73
12716,2020,1,ASRM,461,Loss Models,4,4,3,5,5,9,2,0,0,0,0,0,0,0,32
12717,2020,1,ASTR,100,Introduction to Astronomy,117,145,88,47,60,28,15,31,15,10,4,5,46,0,611
12718,2020,1,ASTR,121,Solar System and Worlds Beyond,57,25,12,11,11,6,3,5,0,1,1,3,8,0,143
12719,2020,1,ASTR,122,Stars and Galaxies,43,55,35,14,14,5,13,7,5,0,0,0,8,0,199
12720,2020,1,ASTR,210,Introduction to Astrophysics,6,13,8,6,9,1,3,3,4,0,0,0,5,0,58
12721,2020,1,ATMS,100,Introduction to Meteorology,12,38,10,12,33,4,3,9,4,0,4,3,4,0,136
12722,2020,1,ATMS,120,Severe and Hazardous Weather,62,203,44,28,91,18,8,18,5,4,3,5,15,1,505
12723,2020,1,ATMS,140,Climate and Global Change,11,34,19,7,4,3,1,4,2,1,0,1,6,0,93
12724,2020,1,BADM,210,Business Analytics I,1,199,67,41,64,21,9,25,4,0,5,0,3,0,439
12725,2020,1,BADM,211,Business Analytics II,2,86,27,20,21,10,7,5,1,1,0,0,1,0,181
12726,2020,1,BADM,275,Operations Management,126,113,40,10,13,3,1,1,0,0,0,0,1,0,308
12727,2020,1,BADM,300,The Legal Environment of Bus,200,154,43,26,25,7,2,5,3,0,2,0,9,0,476
12728,2020,1,BADM,310,Mgmt and Organizational Beh,192,288,123,55,41,13,4,10,3,0,4,1,10,0,744
12729,2020,1,BADM,312,Designing and Managing Orgs,3,37,20,13,9,6,1,2,0,0,0,0,0,0,91
12730,2020,1,BADM,313,Strategic Human Res Management,12,11,1,2,1,1,0,1,0,0,0,0,0,0,29
12731,2020,1,BADM,314,Leading Negotiations,13,20,8,5,2,4,0,1,2,0,0,1,1,0,57
12732,2020,1,BADM,320,Principles of Marketing,657,251,72,33,10,5,1,1,1,1,1,0,0,0,1033
12733,2020,1,BADM,322,Marketing Research,1,91,10,2,11,1,0,0,0,0,1,0,0,0,117
12734,2020,1,BADM,323,Marketing Communications,0,26,8,2,1,1,0,0,0,0,0,0,0,0,38
12735,2020,1,BADM,324,Purchasing and Supply Mgmnt,35,19,0,1,0,0,0,0,0,0,0,0,1,0,56
12736,2020,1,BADM,325,Consumer Behavior,56,10,5,0,0,0,1,0,0,0,0,1,0,0,73
12737,2020,1,BADM,335,Supply Chain Management Basics,0,13,9,12,7,1,0,0,1,0,0,0,0,0,43
12738,2020,1,BADM,340,Ethical Dilemmas of Business,0,72,3,1,2,0,0,0,0,1,0,0,0,0,79
12739,2020,1,BADM,350,IT for Networked Organizations,30,128,17,12,36,19,6,8,2,0,0,0,0,0,258
12740,2020,1,BADM,351,Social Media Strategy,21,22,16,2,1,2,0,1,0,0,0,0,0,0,65
12741,2020,1,BADM,352,Database Design and Management,3,54,5,1,2,0,0,0,0,0,0,0,0,0,65
12742,2020,1,BADM,353,Info Sys Analysis and Design,15,62,12,5,6,0,0,2,0,0,0,1,0,0,103
12743,2020,1,BADM,356,Data Science and Analytics,6,37,3,0,0,0,0,0,0,0,1,0,0,0,47
12744,2020,1,BADM,374,Management Decision Models,1,27,18,13,10,4,0,2,0,0,0,0,0,0,75
12745,2020,1,BADM,375,Operations Management,29,49,30,6,5,7,0,1,1,0,0,0,1,0,129
12746,2020,1,BADM,377,Project Management,4,18,3,4,5,3,0,0,0,0,0,0,0,0,37
12747,2020,1,BADM,378,Logistics Management,0,10,5,8,8,2,3,3,1,0,0,0,0,0,40
12748,2020,1,BADM,380,International Business,13,15,6,3,2,0,0,1,0,0,0,0,1,0,41
12749,2020,1,BADM,403,Corporate & Commercial Law,18,9,3,0,1,1,0,0,0,0,0,0,0,0,32
12750,2020,1,BADM,420,Advanced Marketing Management,0,20,15,7,3,0,0,0,0,0,0,0,1,0,46
12751,2020,1,BADM,446,Entrep: New Venture Creation,5,11,4,1,1,0,0,0,0,0,0,0,0,0,22
12752,2020,1,BADM,449,Business Policy and Strategy,9,235,59,39,22,12,5,5,0,0,1,0,0,0,387
12753,2020,1,BADM,508,Leadership and Teams,306,464,134,90,48,16,6,4,3,0,1,1,18,0,1091
12754,2020,1,BADM,509,Managing Organizations,215,740,257,107,78,27,15,5,5,0,4,1,20,0,1474
12755,2020,1,BADM,520,Marketing Management,57,428,157,66,33,9,2,2,2,0,1,0,5,0,762
12756,2020,1,BADM,554,Enterprise Database Management,0,21,12,18,6,1,2,0,0,0,0,0,0,0,60
12757,2020,1,BADM,567,Process Management,74,532,22,80,172,116,0,16,4,0,1,0,13,0,1030
12758,2020,1,BADM,572,Stat for Mgt Decision Making,80,564,162,86,163,24,21,8,2,0,4,0,16,0,1130
12759,2020,1,BADM,582,Multinational Management,8,22,4,2,0,0,0,0,0,0,0,0,0,0,36
12760,2020,1,BIOE,100,Undergraduate Open Seminar,83,2,0,0,1,1,0,0,0,0,0,0,0,0,87
12761,2020,1,BIOE,202,Cell & Tissue Engineering Lab,5,6,8,5,3,0,1,0,0,0,0,0,0,0,28
12762,2020,1,BIOE,414,Biomedical Instrumentation,18,17,8,5,2,1,0,0,0,0,0,0,0,0,51
12763,2020,1,BIOE,435,Senior Design I,17,1,0,9,0,0,0,0,0,0,0,0,0,0,27
12764,2020,1,BTW,250,Principles Bus Comm,47,117,22,13,6,2,1,0,1,0,0,1,2,0,212
